book,vote,vote_title,row_type,head_code,head_title,approved_estimates_2025_2026,gross_expenditure_2026_2027,appropriations_in_aid_2026_2027,net_expenditure_2026_2027,projected_estimates_2027_2028,projected_estimates_2028_2029,page,verified
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104100200,Small Holder Irrigation Programme,17000000,108000000,95000000,13000000,0,0,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104100400,Bura Irrigation Scheme,100000000,450000000,150000000,300000000,0,0,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104100500,Land Reclamation (Land Degradation Assessment Program),0,20000000,0,20000000,100000000,200000000,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104100600,Community Based Irrigation Projects,1752108452,1074400395,0,1074400395,1627175121,202349754,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104100700,Galana Kulalu Irrigation development project,123636952,0,0,0,0,0,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104100800,National expanded irrigation Programme,205384577,238389483,0,238389483,575397026,278000000,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104100900,Mwea Irrigation Development project (Thiba Dam and Irrigation Area),150000000,400000000,0,400000000,456000000,216000000,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104101000,Rwabura Irrigation Development Project,0,33000000,0,33000000,0,0,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104101300,Turkana Irrigation Development Project,80000000,80000000,0,80000000,125000000,182000000,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104101500,Lower Kuja Irrigation Scheme,80000000,120000000,0,120000000,187000000,273000000,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104101900,Micro Irrigation Programme for Schools 1624,409943676,135000000,0,135000000,0,0,21,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104102000,Drought Resilience Program in Northern Kenya,1380098785,1243000000,130030000,1112970000,1027000000,0,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104102500,"Spate Irrigation for Climate Resilience Samburu, Marsabit & Isiolo",0,0,0,0,150000000,180000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104102600,Household Irrigation Water Harvesting Project,323597000,15000000,0,15000000,25000000,19000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104102700,Water Security and Climate Adaptation in Mandera and Wajir Clusters,0,0,0,0,150000000,180000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104102800,Rehabilitation of strategic water Facilities,280000000,71000000,0,71000000,58695598,37000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104103000,Development of Large Scale Multi-Purpose Dams,190000000,170000000,0,170000000,180000000,193000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104103400,Monitoring and Evaluation of Projects,80000000,100000000,0,100000000,125000000,182000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104103600,NIA Drought Mitigation Projects,156976035,0,0,0,0,0,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104103700,Irrigation Sector Reform Programme,30000000,0,0,0,0,0,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104103900,Hola Irrigation Development Project - Phase,0,0,0,0,200000000,250000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104104000,Suba cluster Irrigation Development,350000000,235000000,0,235000000,361000000,426000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104104100,Lining of Canal - Mwea Irrigation Scheme Projects 1625,0,0,0,0,250000000,300000000,22,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104104200,Upgrading of Ahero Irrigation Development Project,0,192000000,117000000,75000000,0,0,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104104300,National Irrigation Authority Irrigation Projects,1377167534,175000000,0,175000000,487679389,270742434,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104104500,Balich - Abdisamet Irrigation Project,100000000,70000000,0,70000000,141000000,0,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104104600,Land Reclamation for Climate Resilience & Livelihood Enhancement,90000000,90000000,0,90000000,80000000,70000000,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104104700,Enhanced Water Productivity & Sustainable Irrigation Schemes,40000000,50000000,0,50000000,78000000,114000000,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118000,National Expanded Irrigation Programme II,1093424155,207559046,0,207559046,527723729,366000000,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118100,National Expanded Irrigation Programme III,110294385,83051076,0,83051076,208329137,129000000,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118200,Various Water Pans and Dams,50000000,270000000,0,270000000,0,0,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118300,Githiru Irrigation Water Project,35000000,0,0,0,0,0,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118400,Irrigation For Food Security-Rice Intensification Project,500000000,1000000000,0,1000000000,500000000,0,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118500,Community Based Irrigation Boreholes,64989120,134961083,0,134961083,0,0,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118800,Kenya Resilient sustainable Economy Irrigation Project (K-RISE) 1626,0,30000000,0,30000000,0,5265907812,23,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104118900,Galana Dam Irrigation Project,0,1000000000,0,1000000000,1000000000,1000000000,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104119100,Radat Dam Irrigation Project,0,70000000,0,70000000,100000000,100000000,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104120700,Community Based Irrigation Projects II,0,100000000,0,100000000,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104120800,Kyangwithya East -Kabaa Irrigation Project,0,15000000,0,15000000,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104120900,Rehabilitation and Maintenance of Public Schemes,0,258000000,258000000,0,258000000,258000000,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121000,Tunyo Chemoror Irrigation Project,10000000,0,0,0,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121100,Tharaka Nithi/Meru Irrigation Project,200000000,0,0,0,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121200,Rehabilitation of Strategic Water Facilities,100950930,0,0,0,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121300,Mobel Dam,30000000,50000000,0,50000000,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121400,Tendwo Dam,50000000,0,0,0,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121500,Wanifor Dam,70000000,0,0,0,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121600,Kapsinende Dam 1627,30000000,0,0,0,0,0,24,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121700,Chiracha Water Pan,30000000,0,0,0,0,0,25,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,head,1104121900,Wamoro Irrigation Project,65000000,0,0,0,0,0,25,yes
fy-2026-27-development-book-volume-iii-1104-2111,1104,State Department for Irrigation,vote_total,,TOTAL FOR VOTE,9755571601,8288361083,750030000,7538331083,8978000000,10692000000,25,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109100200,Water & Sanitation Programme,0,0,0,0,50000000,275000000,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109100600,Rehabilitation of Water and Sanitation - Kirandich,5000000,505000000,500000000,5000000,520000000,444000000,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109100800,Water Sector Development (Lake Victoria South),20000000,146000000,124000000,22000000,0,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109100900,Water Sector Development (Support WSTF),295000000,668000000,30000000,638000000,440000000,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109101100,Nairobi Satellite Towns Water and Sanitation Program,15000000,280000000,280000000,0,50000000,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109101300,Extension Of Nairobi Water Supply (Northern Collector),16000000,350000000,0,350000000,0,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109101400,The Project For Management Of Non-Revenue Water In Kenya - BETA,70000000,80000000,0,80000000,100000000,203000000,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109101700,Water Security and Climate Resilience - Lower Nzoia,600202000,0,0,0,0,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109102000,Lake Victoria Water Supply & Sanitation Programme Phase II,0,82000000,0,82000000,0,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109102100,Nairobi Rivers Basin Restoration Programme: Sewerage improvement pro,150000000,1050000000,1000000000,50000000,450000000,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109102300,Garissa Sewerage Project 1739,35000000,65000000,0,65000000,0,0,136,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109102400,Rehabilitation Of Water Supply And Sewerage For Oloitokitok Town,0,0,0,0,800000000,2162000000,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109102700,Itare Dam Water Project,40000000,50000000,0,50000000,50000000,102000000,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109103300,Migori- Homa bay Wastewater (Trilateral Program),15000000,0,0,0,0,0,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109103400,Kisumu water supply LVWATSAN,1107817366,2000000000,0,2000000000,2342900000,2696000000,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109103500,Water Harvesting Program (LVSWSB),40000000,50000000,0,50000000,103000000,0,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109103600,Athi River Restoration Programme,35000000,35000000,0,35000000,100000000,500000000,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109103700,Drilling of Exploratory Boreholes,0,0,0,0,295000000,0,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109103800,Development & Implementation of Sub Catchment Management Plans,0,0,0,0,50000000,300000000,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109103900,Construction and Rehabilitation of Water Resource Monitoring Station,0,0,0,0,100000000,400000000,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109104000,Water Abstraction and Pollution Control Surveys,0,0,0,0,93000000,100000000,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109104100,Kikuyu Springs Groundwater Conservation,0,0,0,0,166000000,0,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109104200,Lamu Groundwater Conservation 1740,0,0,0,0,150000000,0,137,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109104400,Kiambere -Mwingi Water Supply and sanitation project,14000000,350000000,300000000,50000000,916600000,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109104700,Masinga-Ikalakala-Ikaatine Water Supply Project,5000000,0,0,0,0,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109104800,Drilling and equipping of Boreholes,45000000,130000000,0,130000000,0,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109105000,Water Supply and Sanitation for the Urban Poor,28000000,130000000,0,130000000,337000000,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109105300,Vihiga Cluster Project,56000000,0,0,0,0,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109105400,Sirisia-Chwele (Koica),6000000,0,0,0,0,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109105500,Moi's Bridge-Matunda Water and Sewerage Project,109000000,400000000,0,400000000,499000000,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109105600,Malava Gravity Scheme,100000000,400000000,0,400000000,500000000,655000000,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109105800,Kenya Groundwater mapping Program,35000000,50000000,0,50000000,100000000,280000000,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109106000,Installation of National Water quality monitoring network stations,0,12000000,0,12000000,0,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109106100,Installation of Hydrometeorological network under IGAD-HYCOS Hydr,0,0,0,0,100000000,100000000,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109106300,Maua water and drainage project 1741,25000000,153000000,0,153000000,0,0,138,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109106900,Kocholia Trans-boundary Multipurpose Project,20000000,40000000,0,40000000,46000000,200000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109107400,Mavoko Water Supply,0,300000000,0,300000000,300000000,252000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109107800,Kenya Towns Sustainable Water Supply and Sanitation Programme- Rift,200000000,1568000000,1368000000,200000000,200000000,434800000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109107900,Kenya Towns Sustainable Water Supply and Sanitation Programme- Tana,350000000,1177000000,777000000,400000000,300000000,300000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109108100,Thika & Githunguri Water and Sanitation Project,0,40000000,0,40000000,713000000,4500000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109108200,Wote Water Supply & Sanitation Project,35000000,242000000,0,242000000,0,0,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109108400,Soin - Koru Dam,0,0,0,0,360000000,2408000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109108500,Bosto dam,0,0,0,0,631500000,1000000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109108700,Flood Control Works,160000000,100000000,0,100000000,400000000,1155000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109109000,Chemususu Dam Water Supply Project,160000000,300000000,0,300000000,400000000,500000000,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109109500,Soy-Kosachei Water Project,50000000,0,0,0,0,0,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109109700,Siyoi-Muruny Water Project 1742,1100000000,1266000000,0,1266000000,200000000,0,139,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109109800,National Water Storage and Harvesting Authority Projects,400000000,0,0,0,0,0,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109109900,Ithanga Water Supply,137000000,0,0,0,0,0,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109110000,West Karachuonyo Water Supply,230000000,35000000,0,35000000,0,0,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109110400,Public Participation Water Supply Projects,320000000,0,0,0,0,0,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109110700,Rehabilitation of Nolturesh Water Supply,0,0,0,0,88000000,80000000,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109111100,Water Sector Trust Fund (Phase III),0,70000000,0,70000000,0,0,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109111400,Kenya Towns Sustainable Water Supply & Sanitation Program- Athi BETA,175000000,445000000,95000000,350000000,114000000,0,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109111500,Umaa Dam,300000000,140000000,0,140000000,929000000,680000000,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109111600,Badasa Dam,0,0,0,0,1000000000,1766500000,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109111700,Karimenu II Dam Water Supply Project,50000000,0,0,0,100000000,200000000,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109111800,Lake Nakuru Biodiversity Conservation Project,0,1750000000,1700000000,50000000,2638000000,1444000000,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109112300,Ending Drought Emergencies: Support To Drought Risk Management 1743,60000000,0,0,0,84000000,0,140,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109112700,Water and Sanitation Development Project (WSDP),3500000000,520000000,0,520000000,10000000,10000000,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109113100,Mathira Water Supply Project,130000000,120000000,0,120000000,0,0,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109113500,Homa Bay Water Supply Improvement Project,20000000,45000000,0,45000000,0,0,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109113800,Naivasha Industrial Park Water Supply Project,0,0,0,0,135000000,185000000,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109114100,Dongo Kundu Water Supply Project - BETA,30000000,55000000,0,55000000,0,0,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109114200,Saudi Water Fund for Development,0,0,0,0,0,48000000,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109114600,Yamo Dam,80000000,574000000,0,574000000,0,0,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109114700,Water Harvesting Projects - NWWWDA,70000000,70000000,0,70000000,0,0,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109114800,Rehabilitation of Water Supplies - Tana Water Services Board (WSB),0,0,0,0,100000000,426000000,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109114900,Rehabilitation of Water Supplies - CRVWWDA,40000000,90000000,0,90000000,161000000,0,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109115200,Thwake MultiPurpose Water Development Program Phase I - BETA,103720000,2350000000,2215300000,134700000,2470400000,4102900000,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109115400,National Water Harvesting and Ground Water Exploitation - BETA 1744,0,0,0,0,100000000,500000000,141,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109115500,Water for Schools - BETA,253000000,450000000,0,450000000,500000000,500000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109115600,Improvement of Drinking Water & Sanitation Systems in Mombasa,120000000,4300000000,3700000000,600000000,2150000000,8304000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109115700,Angololo Multipurpose Water Resources Development Project,20000000,50000000,0,50000000,234000000,300000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109115800,Cross-County Bulk Water & Sanitation Services Improvement Prog,0,0,0,0,200000000,1598000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109115900,Igembe North Water Supply Project,0,0,0,0,100000000,1000000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109116000,Evaluation of Surface & Groundwater Interaction using Isotope Tech,40000000,75000000,0,75000000,100000000,110000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109116200,Establish the Aluminum Residues in Drinking Water,10000000,20000000,0,20000000,100000000,128000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109116400,Rehabilitation of Water Supplies - Ijara Water Works,50000000,25000000,0,25000000,100000000,136000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109117000,Affordable Housing Water Supply - BETA,40000000,60000000,0,60000000,100000000,100000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109117200,Water Supply for Manufacturing,85000000,20000000,0,20000000,0,0,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109119000,National Water Harvesting and Ground Water Exploitation,862000000,180200000,0,180200000,300000000,500000000,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109119600,Monitoring and Evaluation of Projects 1745,30000000,80000000,0,80000000,0,0,142,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109120500,Rehabilitation of Strategic Water Facilities - ESP,100000000,0,0,0,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109121300,Expansion Works for Dandora Estate Sewerage Treatment,220098785,300000000,0,300000000,300000000,513800000,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109121700,Infrastructure Development at Kenya Water Institute (KEWI),100000000,150000000,0,150000000,500000000,500000000,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109121900,Refurbishment of Maji House,15000000,0,0,0,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109122000,Nairobi Water and Sanitation Project - Athi,715000000,1515000000,1200000000,315000000,3700000000,3876000000,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109122600,Sustainable Mgt. & Access to Water & Sanitation in the ASAL Project,115000000,35000000,0,35000000,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109122900,Improving Public Health & Tech. Skills of Youth Thru Sanitation Tech,26000000,0,0,0,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109124100,Construction of Water Pans & Small Dams - NWWDA,0,63000000,0,63000000,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109124400,Ngariama Njukiini Water Project,20000000,70000000,0,70000000,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109124500,Northern Water Works Development Agency - NWWA,1228000000,62845997,0,62845997,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109124800,Tana WWDA Water and Borehole Projects,79000000,20000000,0,20000000,0,0,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109125300,Development of Large Scale Multi-Purpose Dams - BETA 1746,155000000,175000000,0,175000000,250000000,400000000,143,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109125500,Liter Community Water Project NRVWWDA,41000000,30000000,0,30000000,0,0,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109125600,Lake Victoria South WWDA Projects,538000000,70000000,0,70000000,150000000,0,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109125700,Athi WWDA Projects,141000000,257160000,0,257160000,0,0,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109125800,Lake Victoria North WWDA Projects,1343000000,70000000,0,70000000,0,0,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109125900,Ground Water Resources Assessment for Managed Aquifer Recharge (MAR),50000000,90000000,0,90000000,100000000,140000000,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109126000,Horn of Africa Groundwater for Resilience Project,2800000000,2350000000,0,2350000000,4724300000,4600000000,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109126200,Masinga Dam (Intake Works),5000000,50000000,0,50000000,100000000,100000000,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109126400,Aberdare Dam (Intake Works),40000000,0,0,0,50000000,50000000,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109126500,Mzima II Water Supply Project,13000000,0,0,0,50000000,50000000,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109126600,Maragua IV Dam Water Supply,17000000,10000000,0,10000000,200000000,200000000,144,yes
fy-2026-27-development-book-volume-iii-1104-2111,1109,State Department for Water & Sanitation,head,1109126700,Kericho Water Project - LVSWWDA,50000000,0,0,0,0,0,144,yes
